searched_name,matched_author_id,matched_author_name,matched_author_orcid,id,display_name,title,publication_date,publication_year,type,doi,cited_by_count,is_oa,oa_status,Institution_ID,program,institution_name
Siobhan Schenk,https://openalex.org/A5057510614,Siobhan Schenk,https://orcid.org/0000-0003-0572-9303,https://openalex.org/W4410832066,"Abiotic stress destabilizes the bacterial community of sugar kelp, <i>Saccharina latissima</i> (Phaeophyceae)","Abiotic stress destabilizes the bacterial community of sugar kelp, <i>Saccharina latissima</i> (Phaeophyceae)",2025-05-28,2025,article,https://doi.org/10.1111/jpy.70033,2,TRUE,hybrid,UBC,PhD,University of British Columbia
Siobhan Schenk,https://openalex.org/A5057510614,Siobhan Schenk,https://orcid.org/0000-0003-0572-9303,https://openalex.org/W4322616975,"Long‐term supratidal rockpool invertebrate community, <scp>Discovery Bay, Jamaica</scp>","Long‐term supratidal rockpool invertebrate community, <scp>Discovery Bay, Jamaica</scp>",2023-02-28,2023,article,https://doi.org/10.1002/ecy.4013,2,TRUE,hybrid,UBC,PhD,University of British Columbia
Siobhan Schenk,https://openalex.org/A5057510614,Siobhan Schenk,https://orcid.org/0000-0003-0572-9303,https://openalex.org/W4407250988,Monthly macroalgal surveys reveal a diverse and dynamic community in an urban intertidal zone,Monthly macroalgal surveys reveal a diverse and dynamic community in an urban intertidal zone,2025-01-01,2025,article,https://doi.org/10.1139/cjb-2024-0109,1,FALSE,closed,UBC,PhD,University of British Columbia
Siobhan Schenk,https://openalex.org/A5057510614,Siobhan Schenk,https://orcid.org/0000-0003-0572-9303,https://openalex.org/W4411621573,Novel pink-spot disease in North American kelp nurseries,Novel pink-spot disease in North American kelp nurseries,2025-06-25,2025,article,https://doi.org/10.1007/s10811-025-03552-7,0,FALSE,closed,UBC,PhD,University of British Columbia
Matthew Tsuruda,https://openalex.org/A5043095051,Matthew Tsuruda,https://orcid.org/0000-0001-7931-9927,https://openalex.org/W4296164376,"Aromatic border plants in early season berries do not increase parasitism of spotted wing drosophila, <i>Drosophila suzukii</i>","Aromatic border plants in early season berries do not increase parasitism of spotted wing drosophila, <i>Drosophila suzukii</i>",2022-09-16,2022,article,https://doi.org/10.1002/ps.7182,4,FALSE,closed,UBC,NA,University of British Columbia
Matthew Tsuruda,https://openalex.org/A5043095051,Matthew Tsuruda,https://orcid.org/0000-0001-7931-9927,https://openalex.org/W4403767172,Short‐Term Grasslands in Agriculture Support Both Natural Enemy and Phytophagous Arthropod Populations,Short‐Term Grasslands in Agriculture Support Both Natural Enemy and Phytophagous Arthropod Populations,2024-10-25,2024,article,https://doi.org/10.1111/jen.13364,1,TRUE,hybrid,UBC,NA,University of British Columbia
Kristen Bill,https://openalex.org/A5069754029,Kristen Bill,NA,https://openalex.org/W4381739803,Post-fire Recovery of Soil Organic Layer Carbon in Canadian Boreal Forests,Post-fire Recovery of Soil Organic Layer Carbon in Canadian Boreal Forests,2023-06-22,2023,article,https://doi.org/10.1007/s10021-023-00854-0,9,FALSE,closed,WLU,PhD,Wilfrid Laurier University
Kate Colson,https://openalex.org/A5114903325,Kate M. Colson,https://orcid.org/0000-0002-7082-4668,https://openalex.org/W4404872509,Using accelerometry tags to quantify gray whale foraging behavior,Using accelerometry tags to quantify gray whale foraging behavior,2024-11-29,2024,article,https://doi.org/10.1111/mms.13210,3,TRUE,hybrid,UBC,NA,University of British Columbia
Leah D'Aloisio,https://openalex.org/A5043186321,L D D'Aloisio,NA,https://openalex.org/W4323350623,A273 INCREASING THE REPRESENTATION OF INDIANS IN MICROBIOME RESEARCH: HOW DOES THEIR GUT MICROBIOME DIFFER?,A273 INCREASING THE REPRESENTATION OF INDIANS IN MICROBIOME RESEARCH: HOW DOES THEIR GUT MICROBIOME DIFFER?,2023-03-01,2023,article,https://doi.org/10.1093/jcag/gwac036.273,0,TRUE,gold,UBCO,MSc,University of British Columbia
Leah D'Aloisio,https://openalex.org/A5043186321,L D D'Aloisio,NA,https://openalex.org/W4391873379,A185 A GUT MICROBIOME TRANSITION: THE JOURNEY FROM INDIA TO CANADA,A185 A GUT MICROBIOME TRANSITION: THE JOURNEY FROM INDIA TO CANADA,2024-02-14,2024,article,https://doi.org/10.1093/jcag/gwad061.185,0,TRUE,gold,UBCO,MSc,University of British Columbia
Isaac Eckert,https://openalex.org/A5049937600,Isaac Eckert,https://orcid.org/0000-0002-4384-5041,https://openalex.org/W4388409540,30×30 biodiversity gains rely on national coordination,30×30 biodiversity gains rely on national coordination,2023-11-06,2023,article,https://doi.org/10.1038/s41467-023-42737-x,57,TRUE,gold,McGill,PhD,McGill University
Isaac Eckert,https://openalex.org/A5049937600,Isaac Eckert,https://orcid.org/0000-0002-4384-5041,https://openalex.org/W4402088577,Herbarium collections remain essential in the age of community science,Herbarium collections remain essential in the age of community science,2024-08-31,2024,article,https://doi.org/10.1038/s41467-024-51899-1,38,TRUE,gold,McGill,PhD,McGill University
Isaac Eckert,https://openalex.org/A5049937600,Isaac Eckert,https://orcid.org/0000-0002-4384-5041,https://openalex.org/W3208198167,A single range‐expanding species reshapes alpine ecosystems and their belowground diversity,A single range‐expanding species reshapes alpine ecosystems and their belowground diversity,2023-10-10,2023,article,https://doi.org/10.1111/oik.10114,5,TRUE,hybrid,McGill,PhD,McGill University
Isaac Eckert,https://openalex.org/A5049937600,Isaac Eckert,https://orcid.org/0000-0002-4384-5041,https://openalex.org/W4411686503,Comparing the ability of natural history collections and community science observations to estimate plant niches,Comparing the ability of natural history collections and community science observations to estimate plant niches,2025-01-01,2025,article,https://doi.org/10.1139/cjb-2025-0010,0,FALSE,closed,McGill,PhD,McGill University
Isaac Eckert,https://openalex.org/A5049937600,Isaac Eckert,https://orcid.org/0000-0002-4384-5041,https://openalex.org/W7123352686,Species Loss Scenarios Identify Canada's Northern Ecosystems as Disproportionately Vulnerable,Species Loss Scenarios Identify Canada's Northern Ecosystems as Disproportionately Vulnerable,2026-01-01,2026,article,https://doi.org/10.1111/jbi.70139,0,TRUE,hybrid,McGill,PhD,McGill University
Sophia Fan,https://openalex.org/A5082868834,Sophia Fan,https://orcid.org/0000-0002-4415-4664,https://openalex.org/W4283691782,"Placobdella akahkway n. sp. (Clitellata: Hirudinea: Glossiphoniidae), a new leech species from central Canada","Placobdella akahkway n. sp. (Clitellata: Hirudinea: Glossiphoniidae), a new leech species from central Canada",2022-06-29,2022,article,https://doi.org/10.11646/zootaxa.5159.2.5,4,TRUE,gold,UBC,MSc,University of British Columbia
Jory Griffith,https://openalex.org/A5005237760,Jory Griffith,https://orcid.org/0000-0001-6020-6690,https://openalex.org/W3212414901,Seasonal and temporal variation in the effects of forest thinning on headwater stream benthic organisms in coastal British Columbia,Seasonal and temporal variation in the effects of forest thinning on headwater stream benthic organisms in coastal British Columbia,2021-11-10,2021,article,https://doi.org/10.1016/j.foreco.2021.119801,13,TRUE,bronze,McGill,MSc,McGill University
Jory Griffith,https://openalex.org/A5005237760,Jory Griffith,https://orcid.org/0000-0001-6020-6690,https://openalex.org/W4399248547,Harnessing open science practices to teach ecology and evolutionary biology using interactive tutorials,Harnessing open science practices to teach ecology and evolutionary biology using interactive tutorials,2024-05-30,2024,article,https://doi.org/10.1002/ece3.11179,1,TRUE,gold,McGill,MSc,McGill University
Jacqueline Huard,https://openalex.org/A5004227396,Jacqueline R. Huard,https://orcid.org/0000-0003-4509-9422,https://openalex.org/W4281254065,"Intertidal beach habitat suitability model for Pacific sand lance (<i>Ammodytes personatus</i>) in the Salish Sea, Canada","Intertidal beach habitat suitability model for Pacific sand lance (<i>Ammodytes personatus</i>) in the Salish Sea, Canada",2022-05-20,2022,article,https://doi.org/10.1139/cjfas-2021-0335,13,TRUE,hybrid,UBC,NA,University of British Columbia
Jacqueline Huard,https://openalex.org/A5004227396,Jacqueline R. Huard,https://orcid.org/0000-0003-4509-9422,https://openalex.org/W4403895727,Threat assessment for Pacific sand lance (Ammodytes personatus) in the Salish Sea,Threat assessment for Pacific sand lance (Ammodytes personatus) in the Salish Sea,2024-10-30,2024,article,https://doi.org/10.3389/fmars.2024.1445215,5,TRUE,gold,UBC,NA,University of British Columbia
Stefano Mezzini,https://openalex.org/A5056235331,Stefano Mezzini,https://orcid.org/0000-0001-8551-7436,https://openalex.org/W4408659759,How resource abundance and resource stochasticity affect organisms’ range sizes,How resource abundance and resource stochasticity affect organisms’ range sizes,2025-03-20,2025,article,https://doi.org/10.1186/s40462-025-00546-5,2,TRUE,gold,UBCO,MSc,University of British Columbia
Emma Nikkel,https://openalex.org/A5092560096,Emma Nikkel,https://orcid.org/0000-0002-2814-9275,https://openalex.org/W4385343596,Regional habitat suitability for aquatic and terrestrial invasive plant species may expand or contract with climate change,Regional habitat suitability for aquatic and terrestrial invasive plant species may expand or contract with climate change,2023-07-28,2023,article,https://doi.org/10.1007/s10530-023-03139-8,15,TRUE,hybrid,UBC,NA,University of British Columbia
William (Jia-Ang) Ou,https://openalex.org/A5122306428,William Jia-Ang Ou,NA,https://openalex.org/W7119490421,Sink invaders can increase resident metapopulation size by modifying local conditions and regional connectivity,Sink invaders can increase resident metapopulation size by modifying local conditions and regional connectivity,2026-01-08,2026,article,https://doi.org/10.64898/2026.01.07.698263,0,TRUE,gold,UBC,PhD,University of British Columbia
Olivia Rianhard,https://openalex.org/A5117160287,Olivia M. Rianhard,https://orcid.org/0000-0001-6118-0912,https://openalex.org/W4409466968,Ectomycorrhizal fungal community succession and fragmentation across forest edges nearly three decades postharvest,Ectomycorrhizal fungal community succession and fragmentation across forest edges nearly three decades postharvest,2025-04-14,2025,article,https://doi.org/10.1002/ppp3.70008,4,TRUE,gold,UBCO,MSc,University of British Columbia
Sarah Sanderson,https://openalex.org/A5102896123,Sarah Sanderson,https://orcid.org/0000-0003-1525-2326,https://openalex.org/W3157798261,Phenotypic stability in scalar calcium of freshwater fish across a wide range of aqueous calcium availability in nature,Phenotypic stability in scalar calcium of freshwater fish across a wide range of aqueous calcium availability in nature,2021-05-02,2021,article,https://doi.org/10.1002/ece3.7386,8,TRUE,gold,McGill,PhD,McGill University
Sarah Sanderson,https://openalex.org/A5102896123,Sarah Sanderson,https://orcid.org/0000-0003-1525-2326,https://openalex.org/W4366351462,Freshwater fishes maintain multi‐trait phenotypic stability across an environmental gradient in aqueous calcium,Freshwater fishes maintain multi‐trait phenotypic stability across an environmental gradient in aqueous calcium,2023-04-19,2023,article,https://doi.org/10.1111/jfb.15412,3,TRUE,bronze,McGill,PhD,McGill University
Sarah Sanderson,https://openalex.org/A5102896123,Sarah Sanderson,https://orcid.org/0000-0003-1525-2326,https://openalex.org/W4409417286,Inferring bird communities on remote freshwater lakes through time-lapse imagery,Inferring bird communities on remote freshwater lakes through time-lapse imagery,2025-01-01,2025,article,https://doi.org/10.1139/cjz-2024-0084,0,FALSE,closed,McGill,PhD,McGill University
Sarah Sanderson,https://openalex.org/A5102896123,Sarah Sanderson,https://orcid.org/0000-0003-1525-2326,https://openalex.org/W7119123973,Contemporary Evolution of an At‐Risk Stickleback Population During a Severe Drought,Contemporary Evolution of an At‐Risk Stickleback Population During a Severe Drought,2026-01-01,2026,article,https://doi.org/10.1111/eva.70189,0,TRUE,gold,McGill,PhD,McGill University
Zihaohan Sang,https://openalex.org/A5067415487,Zihaohan Sang,https://orcid.org/0000-0003-4149-7271,https://openalex.org/W3210872296,Assisted migration poleward rather than upward in elevation minimizes frost risks in plantations,Assisted migration poleward rather than upward in elevation minimizes frost risks in plantations,2021-01-01,2021,article,https://doi.org/10.1016/j.crm.2021.100380,16,TRUE,gold,Alberta,PhD,University of Alberta
Zihaohan Sang,https://openalex.org/A5067415487,Zihaohan Sang,https://orcid.org/0000-0003-4149-7271,https://openalex.org/W4366597516,A Record-Setting 2021 Heat Wave in Western Canada Had a Significant Temporary Impact on Greenness of the World’s Largest Protected Temperate Rainforest,A Record-Setting 2021 Heat Wave in Western Canada Had a Significant Temporary Impact on Greenness of the World’s Largest Protected Temperate Rainforest,2023-04-19,2023,article,https://doi.org/10.3390/rs15082162,7,TRUE,gold,Alberta,PhD,University of Alberta
Zihaohan Sang,https://openalex.org/A5067415487,Zihaohan Sang,https://orcid.org/0000-0003-4149-7271,https://openalex.org/W4323659108,Adapting reforestation programs to observed and projected climate change,Adapting reforestation programs to observed and projected climate change,2023-02-01,2023,article,https://doi.org/10.1007/s11027-023-10050-z,3,FALSE,closed,Alberta,PhD,University of Alberta
Zihaohan Sang,https://openalex.org/A5067415487,Zihaohan Sang,https://orcid.org/0000-0003-4149-7271,https://openalex.org/W4289522035,Climatic limiting factors of North American ecosystems: a remote-sensing based vulnerability analysis,Climatic limiting factors of North American ecosystems: a remote-sensing based vulnerability analysis,2022-08-02,2022,article,https://doi.org/10.1088/1748-9326/ac8608,7,TRUE,gold,Alberta,PhD,University of Alberta
Janaína Serrano,https://openalex.org/A5078218732,Janaína de Andrade Serrano,https://orcid.org/0000-0003-2182-7288,https://openalex.org/W4285499370,Human impact modulates chytrid fungus occurrence in amphibians in the Brazilian Atlantic Forest,Human impact modulates chytrid fungus occurrence in amphibians in the Brazilian Atlantic Forest,2022-07-01,2022,article,https://doi.org/10.1016/j.pecon.2022.05.002,7,TRUE,diamond,McGill,PhD,McGill University
Janaína Serrano,https://openalex.org/A5078218732,Janaína de Andrade Serrano,https://orcid.org/0000-0003-2182-7288,https://openalex.org/W4413272305,"Traits, Threats, and Popularity Explain Extinction Risk of Birds Globally","Traits, Threats, and Popularity Explain Extinction Risk of Birds Globally",2025-07-01,2025,article,https://doi.org/10.1111/geb.70087,0,TRUE,hybrid,McGill,PhD,McGill University
Ashton Sies,https://openalex.org/A5056349899,Ashton N. Sies,https://orcid.org/0000-0003-2145-7010,https://openalex.org/W4411404136,Discovery and assembly of plasmids in the fish pathogen Tenacibaculum,Discovery and assembly of plasmids in the fish pathogen Tenacibaculum,2025-06-18,2025,article,https://doi.org/10.1016/j.plasmid.2025.102753,0,TRUE,hybrid,Regina,MSc,University of Regina
Garland Xie,https://openalex.org/A5051210193,Garland Xie,https://orcid.org/0000-0002-7125-7386,https://openalex.org/W4298395055,No evidence for environmental filtering of cavity‐nesting solitary bees and wasps by urbanization using trap nests,No evidence for environmental filtering of cavity‐nesting solitary bees and wasps by urbanization using trap nests,2022-10-01,2022,article,https://doi.org/10.1002/ece3.9360,5,TRUE,gold,UofT,PhD,University of Toronto
Garland Xie,https://openalex.org/A5051210193,Garland Xie,https://orcid.org/0000-0002-7125-7386,https://openalex.org/W4297780946,No evidence of environmental filtering of cavity-nesting solitary bees and wasps by urbanization using trap nests,No evidence of environmental filtering of cavity-nesting solitary bees and wasps by urbanization using trap nests,2022-09-04,2022,article,https://doi.org/10.5281/zenodo.7048650,1,TRUE,green,UofT,PhD,University of Toronto
Kennedy Zwarych,https://openalex.org/A5117110557,Kennedy L. Zwarych,NA,https://openalex.org/W4409360423,Long-term biodiversity erosion: limited co-existence of the Eurasian zebra mussel and native mussels in a North American river after 25 years,Long-term biodiversity erosion: limited co-existence of the Eurasian zebra mussel and native mussels in a North American river after 25 years,2025-01-01,2025,article,https://doi.org/10.1139/cjz-2024-0119,1,FALSE,closed,McGill,MSc,McGill University
Alice Assmar,https://openalex.org/A5083095394,ALICE CARVALHO ASSMAR,https://orcid.org/0000-0002-3007-3679,https://openalex.org/W4312270662,"A new species of Sisyra Burmeister, 1839 (Neuroptera: Sisyridae) from Peru, with identification key to the Neotropical species of the genus","A new species of Sisyra Burmeister, 1839 (Neuroptera: Sisyridae) from Peru, with identification key to the Neotropical species of the genus",2022-01-01,2022,article,https://doi.org/10.1590/1806-9665-rbent-2022-0051,3,TRUE,gold,McGill,PhD,McGill University
Alice Assmar,https://openalex.org/A5083095394,ALICE CARVALHO ASSMAR,https://orcid.org/0000-0002-3007-3679,https://openalex.org/W4408012638,A new species and the first description of the female of Fiaponeura Lu et al. (Neuroptera: Psychopsoidea) from Cretaceous Kachin amber,A new species and the first description of the female of Fiaponeura Lu et al. (Neuroptera: Psychopsoidea) from Cretaceous Kachin amber,2025-02-27,2025,article,https://doi.org/10.11646/palaeoentomology.8.1.1,0,TRUE,bronze,McGill,PhD,McGill University
Alice Assmar,https://openalex.org/A5083095394,ALICE CARVALHO ASSMAR,https://orcid.org/0000-0002-3007-3679,https://openalex.org/W7128737361,A novel set of ultraconserved element probes for lacewings and allies (Insecta: Neuropterida),A novel set of ultraconserved element probes for lacewings and allies (Insecta: Neuropterida),2026-01-01,2026,article,https://doi.org/10.1093/isd/ixag004,0,FALSE,closed,McGill,PhD,McGill University
Kephra Beckett,https://openalex.org/A5043871936,Kephra Beckett,NA,https://openalex.org/W4286675749,Hyperabundant black-tailed deer impact endangered Garry oak ecosystem floral and bumblebee communities,Hyperabundant black-tailed deer impact endangered Garry oak ecosystem floral and bumblebee communities,2022-07-20,2022,article,https://doi.org/10.1016/j.gecco.2022.e02237,11,TRUE,gold,UBC,NA,University of British Columbia
Jessica Kowalski,https://openalex.org/A5054074389,Jessica J. Kowalski,https://orcid.org/0000-0002-4683-978X,https://openalex.org/W4414111771,Experimentally enhancing dispersal reveals the outsized importance of transient dynamics in a fluctuating environment,Experimentally enhancing dispersal reveals the outsized importance of transient dynamics in a fluctuating environment,2025-09-10,2025,article,https://doi.org/10.1073/pnas.2422454122,0,TRUE,hybrid,UBC,NA,University of British Columbia
Elsa Mardiné,https://openalex.org/A5007702329,Elsa Mardiné,NA,https://openalex.org/W3215578447,Size matters: Antagonistic effects of body size on courtship and digging in a wolf spider with non-traditional sex roles,Size matters: Antagonistic effects of body size on courtship and digging in a wolf spider with non-traditional sex roles,2021-11-22,2021,article,https://doi.org/10.1016/j.beproc.2021.104547,2,FALSE,closed,McGill,PhD,McGill University
Elena Schaefer,https://openalex.org/A5048270129,Elena A. Schaefer,https://orcid.org/0000-0002-1510-9733,https://openalex.org/W4401433901,Variation of root functional traits indicates flexible below‐ground economic strategies of the riparian tree species <i>Populus fremontii</i>,Variation of root functional traits indicates flexible below‐ground economic strategies of the riparian tree species <i>Populus fremontii</i>,2024-08-07,2024,article,https://doi.org/10.1111/1365-2435.14628,4,TRUE,hybrid,Alberta,MSc,University of Alberta
Marc-Olivier Beausoleil,https://openalex.org/A5018514673,Marc‐Olivier Beausoleil,https://orcid.org/0000-0003-3717-3223,https://openalex.org/W4386466865,The fitness landscape of a community of Darwin’s finches,The fitness landscape of a community of Darwin’s finches,2023-09-06,2023,article,https://doi.org/10.1093/evolut/qpad160,18,TRUE,hybrid,McGill,PhD,McGill University
Marc-Olivier Beausoleil,https://openalex.org/A5018514673,Marc‐Olivier Beausoleil,https://orcid.org/0000-0003-3717-3223,https://openalex.org/W4224659714,Where did the finch go? Insights from radio telemetry of the medium ground finch (<i>Geospiza fortis</i>),Where did the finch go? Insights from radio telemetry of the medium ground finch (<i>Geospiza fortis</i>),2022-04-01,2022,article,https://doi.org/10.1002/ece3.8768,2,TRUE,gold,McGill,PhD,McGill University
Emily Black,https://openalex.org/A5025566789,Emily N. Black,https://orcid.org/0000-0001-7090-8290,https://openalex.org/W4384161835,Crowd-sourced observations of a polyphagous moth reveal evidence of allochronic speciation varying along a latitudinal gradient,Crowd-sourced observations of a polyphagous moth reveal evidence of allochronic speciation varying along a latitudinal gradient,2023-07-13,2023,article,https://doi.org/10.1371/journal.pone.0288415,3,TRUE,gold,UBC,MSc,University of British Columbia
Ryan Gill,https://openalex.org/A5057138032,Ryan Gill,https://orcid.org/0000-0001-7274-8235,https://openalex.org/W4387895246,Movement ecology of endangered caribou during a <scp>COVID</scp>‐19 mediated pause in winter recreation,Movement ecology of endangered caribou during a <scp>COVID</scp>‐19 mediated pause in winter recreation,2023-10-23,2023,article,https://doi.org/10.1111/acv.12912,9,TRUE,hybrid,UBCO,MSc,University of British Columbia
Ryan Gill,https://openalex.org/A5057138032,Ryan Gill,https://orcid.org/0000-0001-7274-8235,https://openalex.org/W4402067553,Movement ecology of endangered caribou during a <scp>COVID</scp>‐19 mediated pause in winter recreation – response to Wilson (2024),Movement ecology of endangered caribou during a <scp>COVID</scp>‐19 mediated pause in winter recreation – response to Wilson (2024),2024-08-01,2024,article,https://doi.org/10.1111/acv.12981,1,TRUE,bronze,UBCO,MSc,University of British Columbia
Ryan Gill,https://openalex.org/A5057138032,Ryan Gill,https://orcid.org/0000-0001-7274-8235,https://openalex.org/W4410480586,Mapping interactions between winter recreationists and an endangered ungulate,Mapping interactions between winter recreationists and an endangered ungulate,2025-05-19,2025,article,https://doi.org/10.1002/jwmg.70042,0,TRUE,hybrid,UBCO,MSc,University of British Columbia
Lauren Gill,https://openalex.org/A5090193112,Lauren T. Gill,https://orcid.org/0000-0001-7164-3298,https://openalex.org/W4313454409,"Proteostasis in ice: the role of heat shock proteins and ubiquitin in the freeze tolerance of the intertidal mussel, Mytilus trossulus","Proteostasis in ice: the role of heat shock proteins and ubiquitin in the freeze tolerance of the intertidal mussel, Mytilus trossulus",2023-01-02,2023,article,https://doi.org/10.1007/s00360-022-01473-2,10,FALSE,closed,UBC,MSc,University of British Columbia
Lauren Gill,https://openalex.org/A5090193112,Lauren T. Gill,https://orcid.org/0000-0001-7164-3298,https://openalex.org/W4406274889,"The cold tolerance of the terrestrial slug, Ambigolimax valentianus","The cold tolerance of the terrestrial slug, Ambigolimax valentianus",2025-01-11,2025,article,https://doi.org/10.1007/s00359-025-01730-z,1,FALSE,closed,UBC,MSc,University of British Columbia
Nathalie Jreidini,https://openalex.org/A5034998893,Nathalie Jreidini,https://orcid.org/0000-0002-2605-3050,https://openalex.org/W4298396033,Dispersal without drivers: Intrinsic and extrinsic variables have no impact on movement distances in a terrestrial amphibian,Dispersal without drivers: Intrinsic and extrinsic variables have no impact on movement distances in a terrestrial amphibian,2022-10-01,2022,article,https://doi.org/10.1002/ece3.9368,8,TRUE,gold,McGill,PhD,McGill University
Nathalie Jreidini,https://openalex.org/A5034998893,Nathalie Jreidini,https://orcid.org/0000-0002-2605-3050,https://openalex.org/W4294739358,Artificial Displacement Alters Movement Behavior of a Terrestrial Amphibian,Artificial Displacement Alters Movement Behavior of a Terrestrial Amphibian,2022-09-06,2022,article,https://doi.org/10.1655/herpetologica-d-21-00031,6,FALSE,closed,McGill,PhD,McGill University
Faraz Khan,https://openalex.org/A5110609553,Faraz Khan,https://orcid.org/0000-0001-5137-6292,https://openalex.org/W7129382197,"Humic, terrestrially derived dissolved organic matter is associated with higher methylmercury concentrations in prairie wetland ponds","Humic, terrestrially derived dissolved organic matter is associated with higher methylmercury concentrations in prairie wetland ponds",2026-01-01,2026,article,https://doi.org/10.1139/facets-2024-0235,0,TRUE,gold,Regina,MSc,University of Regina
Rory Macklin,https://openalex.org/A5074846632,Rory Donald John Macklin,https://orcid.org/0000-0001-7808-8397,https://openalex.org/W4415646474,"Unifying species distributions, community science and the ‘natural removal experiment' to explore species interactions at broad geographic scales","Unifying species distributions, community science and the ‘natural removal experiment' to explore species interactions at broad geographic scales",2025-09-01,2025,article,https://doi.org/10.1002/jav.03434,0,TRUE,gold,UBC,MSc,University of British Columbia
Emma Menchions,https://openalex.org/A5018170854,Emma Menchions,https://orcid.org/0000-0003-2635-7043,https://openalex.org/W4414440304,Using rare mosses to resolve barriers in the use of species distribution models for climate change vulnerability assessments,Using rare mosses to resolve barriers in the use of species distribution models for climate change vulnerability assessments,2025-09-23,2025,article,https://doi.org/10.1111/csp2.70153,0,TRUE,gold,UBC,MSc,University of British Columbia
Nicola Rammell,https://openalex.org/A5029478136,Nicola Rammell,https://orcid.org/0000-0002-3536-298X,https://openalex.org/W3196048891,Effects of spawning Pacific salmon on terrestrial invertebrates: Insects near spawning habitat are isotopically enriched with nitrogen‐15 but display no differences in body size,Effects of spawning Pacific salmon on terrestrial invertebrates: Insects near spawning habitat are isotopically enriched with nitrogen‐15 but display no differences in body size,2021-08-24,2021,article,https://doi.org/10.1002/ece3.8017,8,TRUE,gold,UBC,NA,University of British Columbia
Noemie Sheppard,https://openalex.org/A5068872988,Noemie L. M. Sheppard,https://orcid.org/0000-0001-9081-8022,https://openalex.org/W4387036190,"Influence of reproductive state and temperature on the functional response of the marbled crayfish, Procambarus virginalis","Influence of reproductive state and temperature on the functional response of the marbled crayfish, Procambarus virginalis",2023-09-27,2023,article,https://doi.org/10.1007/s10530-023-03166-5,6,FALSE,closed,McGill,MSc,McGill University
Noemie Sheppard,https://openalex.org/A5068872988,Noemie L. M. Sheppard,https://orcid.org/0000-0001-9081-8022,https://openalex.org/W4409730968,"Influence of warming on the functional responses of invasive omnivores, <i>Procambarus</i> crayfishes","Influence of warming on the functional responses of invasive omnivores, <i>Procambarus</i> crayfishes",2025-01-01,2025,article,https://doi.org/10.1139/cjfas-2024-0334,0,FALSE,closed,McGill,MSc,McGill University
Laura Super,https://openalex.org/A5038387162,Laura Super,https://orcid.org/0000-0002-5259-8708,https://openalex.org/W3107566294,"Fostering equity, diversity, and inclusion in large, first‐year classes: Using reflective practice questions to promote universal design for learning in ecology and evolution lessons","Fostering equity, diversity, and inclusion in large, first‐year classes: Using reflective practice questions to promote universal design for learning in ecology and evolution lessons",2020-11-24,2020,article,https://doi.org/10.1002/ece3.6960,18,TRUE,gold,UBC,PhD,University of British Columbia
Laura Super,https://openalex.org/A5038387162,Laura Super,https://orcid.org/0000-0002-5259-8708,https://openalex.org/W4394583020,Experimental warming and nitrogen deposition in clear‐cuts and forest edges: Assessing impacts on plant communities and tree seedling performance,Experimental warming and nitrogen deposition in clear‐cuts and forest edges: Assessing impacts on plant communities and tree seedling performance,2024-03-01,2024,article,https://doi.org/10.1111/jvs.13251,1,TRUE,hybrid,UBC,PhD,University of British Columbia
Laura Super,https://openalex.org/A5038387162,Laura Super,https://orcid.org/0000-0002-5259-8708,https://openalex.org/W4387907471,Root Fragment Amendments Increase Nematode Density and Mycobiome Stochasticity in Douglas-Fir Seedlings,Root Fragment Amendments Increase Nematode Density and Mycobiome Stochasticity in Douglas-Fir Seedlings,2023-10-24,2023,article,https://doi.org/10.3390/f14112120,0,TRUE,gold,UBC,PhD,University of British Columbia
Laura Super,https://openalex.org/A5038387162,Laura Super,https://orcid.org/0000-0002-5259-8708,https://openalex.org/W4412139001,Exploring scientific complexity with authenticity and inclusion: New curricula and assessment materials for phytobiome STEAM kits,Exploring scientific complexity with authenticity and inclusion: New curricula and assessment materials for phytobiome STEAM kits,2025-07-09,2025,article,https://doi.org/10.1002/nse2.70022,0,TRUE,hybrid,UBC,PhD,University of British Columbia
Fred Tremblay,https://openalex.org/A5037845939,Fred Tremblay,NA,https://openalex.org/W4206274833,Resting costs too: the relative importance of active and resting energy expenditure in a sub-arctic seabird,Resting costs too: the relative importance of active and resting energy expenditure in a sub-arctic seabird,2022-01-12,2022,article,https://doi.org/10.1242/jeb.243548,15,TRUE,hybrid,McGill,NA,McGill University
Fred Tremblay,https://openalex.org/A5037845939,Fred Tremblay,NA,https://openalex.org/W4402849670,"Time-energy budgets outperform dynamic body acceleration in predicting daily energy expenditure in kittiwakes, and estimate a very low cost of gliding flight relative to flapping flight","Time-energy budgets outperform dynamic body acceleration in predicting daily energy expenditure in kittiwakes, and estimate a very low cost of gliding flight relative to flapping flight",2024-09-25,2024,article,https://doi.org/10.1242/jeb.247176,2,TRUE,hybrid,McGill,NA,McGill University
Fred Tremblay,https://openalex.org/A5037845939,Fred Tremblay,NA,https://openalex.org/W4410475706,Dealing with the heat: Assessing heat stress in an Arctic seabird using 3D-printed thermal models,Dealing with the heat: Assessing heat stress in an Arctic seabird using 3D-printed thermal models,2025-05-18,2025,article,https://doi.org/10.1016/j.cbpa.2025.111880,0,TRUE,hybrid,McGill,NA,McGill University
