institution,institution_fullname,title,abstract,author,firstname_lastname,year,program,Category,prob_EEE
WLU,Wilfrid Laurier University,Influence of Dissolved Organic Matter on Phosphate Interactions with Hydrous Ferric Oxides.,"Phosphorus, iron oxides, and dissolved organic matter (DOM) are components present in all aquatic systems. Excess amounts of phosphorus in aquatic systems have the potential for toxic effects, in particular, contributing to eutrophication. Most of the previous studies performed looked at the surface complexation of inorganic phosphate anions (P) to mineral surfaces such as hydrous ferric oxide (HFO). However, the role of DOM on the interactions between HFO and P is unknown. This study investigates the influence of DOM on the surface complexation of P onto HFO surfaces. Moreover, this study looks at the possibility of cation bridging formation (Ca 2+, Mg2+) between HFO, P, and DOM. In laboratory experiments, iron salts were added to several synthetic waters containing different electrolyte concentrations, P, and DOM. During these experiments, P removal was measured as a function of DOM concentrations, DOM sources, pH, and Fe: P molar ratio. The dissolved organic model compounds were collected from various sites and characterized using fluorescence excitation-emission and total organic carbon (TOC) measurement. The results indicated that DOM sources that contain more proteinaceous materials enhanced P adsorption into HFO. These sources show a potential of direct binding between P and DOM on the HFO surface. Also, the adsorption of P improved in the presence of higher concentrations of Ca2+ and Mg2+. This work demonstrates that, for the conditions studied, organic matter does not tend to inhibit phosphate adsorption to HFO, although the specific mechanism of interaction may be different in the presence of organic matter and may include bridge bonding arrangements.","Alsherbi, Alaa Hasan.",Alaa Alsherbi,2022,MSc,other,0.4162189205534479
WLU,Wilfrid Laurier University,"Inspirational Bullshit: The Good, the Bad, and the Vacuous.","There are myriad methods offered in the 'self-help industry' and on social media promising to improve happiness. Some messages are evidence-based, often drawn from positive psychology research, and suggest actions requiring time and effort, while other messages may offer feel-good platitudes that are devoid of meaningful guidance; we label this latter type of content 'inspirational bullshit.' Across two manuscripts, we investigate the predictors of liking different kinds of positive self-help content, from meaningless randomly-generated phrases to vacuous positivity to evidence-based advice. In the first manuscript, across three studies, bullshit receptivity (a tendency to judge pseudo-profound statements as profound) and people's lay theories about the controllability of happiness predicted attraction to positive self-help advice, but with differential preference for distinct types. Using multi-level modelling analysis, we found that receptivity to bullshit predicts attraction to any inspirational content with a lack of discernment between randomly generated 'inspirational bullshit' and vacuous 'feel good' advice compared to evidence-based advice. A belief that happiness is controllable also predicted greater attraction to happiness advice, but with more discernment favouring meaningful advice rather than empty inspirational content. Although this research may suggest that people are taken in by inspirational bullshit, it is also possible that these messages act as a springboard for people's own creative interpretation. In the second manuscript, across two studies, we sought to understand what people are thinking about when they see positive self-help content, by asking people to provide their own interpretations of random, vacuous, or evidence-based content. At least for some people (including those high in bullshit receptivity), the 'inspirational bullshit' phrases appear to provide a blank canvas that prompts deeper creative reflection. People higher in bullshit receptivity report considering their own beliefs, experiences and knowledge about happiness to derive meaning from inspirational bullshit. Since people higher in bullshit receptivity also report higher well-being, we suggest that dismissing empty inspiration as merely bullshit could be premature.","Abel, Esther.",Esther Abel,2023,PhD,other,0.3369101347119855
WLU,Wilfrid Laurier University,Intermittent sucrose access: Sweetness versus calories.,"Nondeprived rats receiving every 3rd day access (E3DA) to 4% sucrose solution consume more sucrose on access days compared to rats with everyday access (EDA). Rats receiving EDA or E3DA to 16% sucrose do not consume different amounts, but if placed on every 2nd day access (E2DA) to 4% sucrose E3DA-group rats consume more than EDA rats (Eikelboom, Hewitt, & Adams, 2022). E3DA affects rats' value of sucrose but effects appear hidden with high sucrose concentrations. Valyear and Eikelboom (2021) suggested that calorie ceilings limit E3DA-induced consumption with high sucrose, but this ceiling could also be caused by increased sweetness. Are rats increasing consumption for calories, or taste?Experiment 1 found two highly sweet but calorically different solutions that were similarly preferred in rats: 4% sucrose solution sweetened with calorie-free 0.2% saccharin, and 12% sucrose. Experiment 2 placed rats on EDA or E3DA to 4% sucrose, 4% sucrose + 0.1% saccharin (4S solution), or 12% sucrose for 34 days followed by 16 days of E2DA to 4% sucrose. Rats receiving E3DA to 4% sucrose or 4S solution consumed more than their respective EDA counterparts, but rats receiving E3DA to 12% sucrose did not. All E3DA rats consumed large amounts of 4% sucrose in the E2DA phase despite decreases in solution sweetness for rats that received 4S solution and 12% sucrose earlier. Placing rats on E3DA to calorically and hedonically different solutions induced similar lasting effects. Thus, intermittency increases rats' consumption, but effects can be masked by caloric limits; not taste.","Folmer, Jarret.",Jarret Folmer,2023,MSc,EEE,0.5409931521868627
WLU,Wilfrid Laurier University,Investigating The Role of Implicit Theories of Relationships on The Interpretation of Investments in Relationship Decision-Making.,"A person's prior investment in their romantic relationship is a strong predictor of whether they remain committed to that relationship (e.g., Le et al., 2010; Rusbult, 1980a; 1983), and this pattern is often seen outside of interpersonal contexts as well (e.g., Arkes & Blumer, 1985; Olivola, 2018; Thaler, 1980). However, little research has considered the extent to which commitment-relevant decisions might be affected in a top-down way by people's implicit theories of relationships (ITRs; Knee, 1998). I theorized that lay theories about how relationships work may affect the extent that people consider past investments when making decisions about continuing with a course of relationship action (or not). Across five online experiments using undergraduate student and adult samples (total N = 1,826), I tested the hypothesis that greater (vs. lesser) relationship investments would influence when people chose to continue with the current course of action or choose to pursue an alternative one, and that this effect would be enhanced amongst people with a stronger growth belief. I hypothesized that higher investment and stronger growth beliefs would lead people to form more optimistic expectations about continuing with a current course of action in the relationship, versus choosing an alternative course of action. Results revealed that greater investment predicted a preference for staying on a current course of action over an alternative one, compared to when there was lower investment. As well, stronger growth beliefs sometimes predicted a preference for staying on a current course of action over an alternative one, compared to weaker growth beliefs. However, the results from these five studies did not support my hypothesis that these two factors would interact. These data suggest that investment size has a much more robust effect on shaping relationship decisions whereas implicit theories of relationships do not seem to reliably make someone more or less sensitive to relationship investments when making these decisions.","Wall, Sarah.",Sarah Wall,2023,PhD,other,0.3122081497786693
WLU,Wilfrid Laurier University,Investigating the Use of Voluntary Furloughs to Reduce Labour Costs: The Effect on Employee Effort.,"To quickly reduce costs in response to external shocks, firms often implement voluntary furloughs. In a voluntary furlough, employees decide whether to accept a reduction in their pay with a corresponding reduction in work hours. Despite the prevalence of voluntary furloughs in practice, it remains an empirical question how employees will respond to this cost reduction practice. The purpose of my dissertation is to investigate how the implementation of a voluntary furlough affects the subsequent effort of employees who volunteer and those who do not volunteer for a furlough.I address my research question using two experiments where I manipulate the type of furlough implemented (voluntary, mandatory, or no furlough) and, within the voluntary furlough condition, I measure employees' decision to volunteer or not volunteer and the motive underlying this decision. Consistent with my expectations, I observe that the effect of a voluntary furlough on employees' subsequent effort depends on their motives for volunteering. Employees who have altruistic motives for volunteering do not change their effort significantly following the furlough period, but employees who do not have altruistic motives for volunteering (i.e., have only egoistic motives) significantly increase their effort following the furlough period. I also observe, consistent with my expectations, that employees who choose not to volunteer increase their subsequent effort.My dissertation contributes to the literature that investigates the consequences of labour cost reduction in the workplace. In contrast to the prior research, which has studied the effects of mandatory reduction strategies, my research provides insights into how employees respond to a voluntary furlough. I provide initial evidence that employees' reactions to a voluntary furlough depend on their decision to volunteer or not volunteer, as well as the motives underlying this decision.","Matthews, Kelsey.",Kelsey Matthews,2024,PhD,other,0.401313418731166
WLU,Wilfrid Laurier University,"Investigating the effects of disturbance and competition on establishment, growth, and reproduction of the endangered Ripariosida hermaphrodita.","Ripariosida hermaphrodita (Virginia Mallow) is a perennial riparian plant with broad, maple-like leaves. It grows up to three meters high and is often found in large clonal patches, but sexually reproduces readily. While this plant may seem like a redoubtable competitor when growing in large colonies, it is declining across its range in North America. The only known occurrences in Canada are in southern Ontario. Prior to this study, no new populations had been recorded even though one of the known populations produces copious amounts of viable seed with potential to disperse. There are many hypotheses for its rarity, but the focus of this research is to investigate the lack of new population establishment. Many sources stated the plant has an affinity for disturbance, but the importance of disturbance for establishment has not been previously studied. A flood-born scouring disturbance may benefit seedlings by reducing plant competition and loosening the soil. Two studies were designed to examine how disturbance and/or competition facilitates R. hermaphroditaestablishment. For the first study, a field experiment incorporated a simulated scouring disturbance and competition reduction treatment within open and partially shaded canopies to examine their effects on the plant's establishment, growth, reproduction, and survival. It appears the plant benefits from a scouring disturbance at the seedling emergence stage, but this does not benefit survival, growth, or reproduction. R. hermaphrodita required a reduction in competition from trimming to observe a benefit to survival, growth, and reproduction. For the second study, a survey was conducted to search for new populations of R. hermaphrodita and to revisit an older one. Three new occurrences were found, but all were located on the same stream where the largest population of the plant grows. The older population was found to in decline. The number of new occurrences is small, but there is now proof that the plant can disperse and establish outside of the two known populations.","Engelking, Daniel.",Daniel Engelking,2023,MSc,EEE,0.8221617598759415
WLU,Wilfrid Laurier University,"Investigating the mobility of arsenic in subarctic mining pollution-affected peatlands near Yellowknife, Northwest Territories.","Arsenic (As) is a pollutant of global concern that is detrimental to human and environmental health. Between 1948 and 2004, mining operations near Yellowknife, NT released over 20,000 tonnes of As trioxide (As2O3) that continues to persist in the surrounding landscape. Although much effort has been put into studying the chemical forms, spatial distribution, ecological impacts, and environmental cycling of As in the area, more work is needed to determine the controls of As mobility between the terrestrial and aquatic components of the landscape. Soils are known reservoirs of legacy As that can release it downslope to lakes. With climate change rapidly warming and changing the precipitation patterns of the area to include more rain in late summer and fall, soils may be more susceptible to As release than they were when most runoff occurred over frozen soils in the spring. Peat soils are of particular interest as peatlands tend to exist on the boundary between terrestrial and aquatic systems, act as hot spots of biogeochemical activity, and provide a major source of dissolved organic carbon (DOC), allowing them to act as moderators of solute movement into adjacent waters. In this study, I investigated the mobility of As in peatlands through field observations and diffusive flux modelling of four subarctic peatlands, performed a sequential extraction protocol to determine forms of As present in surficial peat, and conducted a wetting/drying experiment to simulate the effects of prolonged saturation or drought.Peat porewater chemistry remained relatively consistent throughout the summer at each of the four study sites despite hydrologic evidence that advective fluxes should export As from three of them into adjacent lakes. As may have been retained at the peat-lake interface due to interactions between complexes of As-Fe-DOC, pH, and redox conditions. As and DOC from the surrounding catchment did accumulate in porewater at the base of an upslope ravine before being flushed by a sizeable mid-August rain event, indicating that depressions in upslope bedrock could act as collectors and sources of As. Further, diffusive fluxes modelled to provide a low-end estimate of As export into adjacent lakes were an order of magnitude larger than the expected fluxes from lake sediments, providing evidence that As fluxes from peatlands may be more important than currently known.The majority (50-70%) of As stored within surficial peat was found to be in residual non-extractable forms that would be expected to be immobile. Much of this As is likely in the form of As2O3, as it was originally deposited decades ago, which underscores the remarkable stability of As in legacy mining emissions in the area. The remaining 30-50% of As was in extractable forms with 10-25% in forms that would be considered more readily mobile. Peat that was subjected to prolonged experimental saturation released more As and DOC than peat that remained dry. The wet treatment released As quantities that would exhaust the pool of readily mobilized As after only a few periods of saturation. This suggests that prolonged saturation, and resulting decomposition and reducing conditions facilitates the release of As held in other fractions including As bound to organic matter or Fe/Mn oxyhydroxides, or As within As2O3. The effect of the wet treatment was particularly pronounced in peat from an upland ravine site that contained more easily biodegradable vascular plants and feather mosses (Order Hypnales) than more resistant Sphagnum mosses that tend to dominate the three other sites. Therefore, upland sites could be more prone to decomposition and resulting As release due to prolonged saturation. These results suggest that peatlands may be larger sources of As to lakes than they are currently known to be and could become even greater sources as climate change makes late summer rainfall more common. Upslope depressions can accumulate As throughout the summer before being flushed downstream with rain, while the saturation of peat from these rains may promote further release of As through changing redox conditions and enhanced decomposition of the peat.","Leathers, Jeremy.",Jeremy Leathers,2024,MSc,EEE,0.721520295713906
WLU,Wilfrid Laurier University,Is Trust a Zero-Sum Game? What Happens When Institutional Sources Get It Wrong.,"In the wake of the COVID-19 pandemic, trust in mainstream institutions is on the decline while people are increasingly turning to alternative media and conspiracy theories. Previous research has suggested that these trends may be linked, but the exact nature of the relationship is unclear. In a fractured informational environment, is trust a neutral process, where each source is judged independently, or is it in fact a zero-sum competition, where a loss for one side is a gain for the other? Across three experimental studies (N = 2,951) we examined how people react when a source makes a serious error, testing several potential models of trust dynamics. We found that regardless of whether the outlet is mainstream, counter-mainstream, or neutral, trust drops for the erring source but does not rise for its competitors. This was the case in the context of both food regulations and COVID-19 precautions. Such a pattern suggest that each source may be judged independently of others. However, in several cases, an error made by one source led to a loss of trust in all sources, suggesting that rather than just choosing sides between competing sources, people are also judging the media landscape as a whole to discern if it is feasible to find trustworthy information. However, correlational data did also find that the more people saw a source as politicized, the less they trusted that source and the more they trusted its competitors. Accordingly, future research may investigate the impact of perceived political influence as well as the possibility that a zero-sum trust competition between partisan outlets may emerge over a longer timeframe not fully captured by the acute effects of our experiments.","Dawson, Andrew.",Andrew Dawson,2024,PhD,other,0.26760013522439186
WLU,Wilfrid Laurier University,Kirtan in the Americas: Music and Spirituality in a Transcultural Whirlpool.,"Kirtan (Sanskrit: कीर्तन; IAST: Kīrtana) is a broad term referring to various forms of devotional singing commonly done in South Asian traditions. It is a core practice in the Hindu and Sikh faiths that is becoming increasingly popular around the world among people of all ethnicities. Beyond its expected propagation within Hindu and Sikh diasporas, kirtan is also spreading among members of new religious movements such as ISKCON and the 3HO/Sikh Dharma, who may engage in this practice as part of their daily cultivation. Even more broadly, a form of what has been called 'neokirtan' has been gaining popularity in the yoga and New Age communities, with several kirtan artists nominated for the Grammy awards over the years. Moreover, in the wake of the mindfulness and yoga movements, there is an emerging engagement of kirtan singers with public healthcare and correctional institutions. Thus, we can say that kirtan is developing as a transnational and transcultural phenomenon. Indeed, the broader cultural implications and deepening social penetration that this practice has achieved over the past five decades suggest that it is attaining permanent status in the world's religious soundscape. This research explores the practice of kirtan as it has been re-created in the United States, Canada, and Brazil through multi-sided interactions that generate new cultural patterns in an ongoing process of cross-pollination. Approaching kirtan as a type of 'technology of the self', this research combines textual, historical, and ethnographic sources to address the questions of how this practice is adopted and adapted in the Americas and how it has been shaping identities, communities, and traditions.","Moura, Gustavo.",Gustavo Moura,2023,PhD,other,0.3762663334390506
WLU,Wilfrid Laurier University,LEADERSHIP AND EMERGENT FAITH COMMUNITIES IN CANADA: A PHENOMENOLOGICAL STUDY.,"The purpose of this study is to explore how participants within emergent faith communities in Canada experience leadership. Through a phenomenological approach, members from five emergent faith communities across Canada have been interviewed in a semi-structured format. Emerging themes of transformational leadership, community along with belonging, and possible future areas of research will be discussed.","Anderson, Anne.",Anne Anderson,2024,PhD,EEE,0.5157285350776775
WLU,Wilfrid Laurier University,"Mapping With the Land: Co-developing a Cumulative Impact Monitoring and Land Stewardship Framework with Sambaa K'e First Nation, Northwest Territories, Canada.","Across the Northwest Territories (NWT), Canada, Indigenous populations are striving to achieve effective environmental protection, whilst navigating complex methods, policies, and research relationships within co-management contexts. This thesis seeks to identify how differing cultural systems, environmental change, and fractured partnerships may be unified to align with the needs of the Sambaa K'e First Nation (SKFN), a remote Dehcho Dene community. Indigenous methodologies guided co-development of research questions with SKFN leadership which yielded objectives a) develop a GIS-based method to manage, organize and mobilize cultural and environmental data; b) develop a new stewardship monitoring procedure so that users can apply the former while 'With The Land' (WTL), and c) test new methods developed in (a) and (b). A mapping rubric developed by the NWT Geologic Survey's Thermokarst Collective (TKC) working group was expanded to include themes related to biological, cultural, and socio-political change. Interviews, focus groups, and participant observation directed the collection of 195 GPS-link observations which centered Dene perspectives of space and place. This thesis provides SKFN with an improved operational procedure for data collection as well as a functional social framework adapted for the organization of grassroots, community based, intergenerational knowledge exchange. This produced the praxis, 'Mapping with the Land,' where youth and Elders are united through cumulative impact monitoring and cultural revitalization, with the assistance of GIS. This aims to increase communication and understanding between local, institutional, and government actors by bridging gaps in research capabilities, local capacity, and recognition of Dene Law.","McPhee, Michael s.",Michael McPhee,2024,MSc,other,0.41169961825490986
WLU,Wilfrid Laurier University,Mechanistic Studies of CO2 Electrochemical Reduction (CO2ER) on Cu and CuO Nanoparticles with In-Situ ATR-FTIR Spectroscopy.,"Global climate change is a major challenge facing the world in the 21st century. This environmental crisis originated from excess amounts of atmospheric carbon dioxide (CO2) released from burning fossil fuels. One promising remediation method to decrease atmospheric CO2 levels is called carbon dioxide electrochemical reduction (CO2ER). In CO2ER, the CO2 gas undergoes chemical reduction to other hydrocarbon fuels. For CO2ER to take place, an energy source and a catalyst are needed. In this thesis, three aspects of CO2ER were investigated using attenuated total reflectance Fourier transform infrared (ATR-FTIR) spectroscopy coupled with other surface sensitive characterization tools. First, we studied the surface chemistry of copper oxide (CuO) nanoparticles with major CO2ER intermediates, formate (HCOO-), bicarbonate (HCO3-), and acetate (CH3COO-). We quantified the adsorption and desorption mechanisms of each intermediate in-situ and in real time under CO2ER experimental conditions (Langmuir, 2022, 38(48), 14789). The second aspect of this thesis was examining the photochemical reactivity of CuO nanoparticles mixed with Ag nanoparticles in converting surface species of CO2ER intermediates to products. The last part of this thesis involved the use of a novel spectroelectrochemical (SEC) cell to directly monitor surface species during electrochemical experiments on Cu-coated electrodes. Major results from this thesis are (1) CO2ER intermediates form mostly outer-sphere complexes with CuO nanoparticles highlighting the importance of hydrogen bonding to the CO2ER mechanism, (2) No positive effect of plasmonic properties were observed by the addition of commercial polydispersed Ag nanoparticles to CuO, and (3) the use of the SEC is highly promising to bridge the gap between IR spectroscopy and electrochemistry and gain mechanistic insights into surface processes.","Hsu, Jason.",Jason Hsu,2023,MSc,other,0.21798141649756486
WLU,Wilfrid Laurier University,Multiscale Modelling of Brain Networks and the Analysis of Dynamic Processes in Neurodegenerative Disorders.,Library / Theses Canada,"Shaheen, Hina.",Hina Shaheen,2024,PhD,other,0.10313644958982426
WLU,Wilfrid Laurier University,NOMOLOGICAL NETWORK RETRIEVAL: THE DEVELOPMENT OF A METHODOLOGICAL PROCESS FOR THE REVIEW OF KNOWLEDGE STRUCTURES IN ACADEMIA AND ITS APPLICATION TO MARKETING SCHOLARSHIP.,"The increasing supply of peer-reviewed marketing publications indicates that the scholarly community's understanding of marketing phenomena has increased significantly. However, this significant increase also prevents individual scholars from gaining insight into marketing phenomena simply because the sheer number of publications make a manual review of the literature impossible. This is an important limitation mainly because the validity of knowledge development processes in marketing partially depend on the scholars' comprehensive understanding of extant knowledge. In this dissertation, I develop a methodological process to address this limitation and enable scholars to gain insight into large samples of peer-reviewed publications. I then apply the proposed process to the publications in the sales digital transformation literature to demonstrate how this process can facilitate knowledge development.Towards these objectives, in Paper One, I first examine the knowledge development process in the marketing discipline. I propose and develop an alternative methodology for the analysis of populations of peer-reviewed publications. The proposed methodology utilizes deep learning language models to extract nomological networks from manuscripts and organizes the results in an undirected multigraph that is subsequently studied using social network analysis techniques. Using the proposed methodology and by analyzing bibliometric data in the form of abstracts, I construct and analyze the nomological network of findings in a group of marketing journals. I then discuss how marketing knowledge has evolved in the past three decades, which constructs and variables have been most influential in marketing research, and which constructs and variables have a high influence on the structural properties of marketing knowledge.In Paper Two, I apply my methodological process to a sample of 731 sales digital transformation articles and analyze the resulting nomological network using social network analysis techniques. By reviewing the structural properties of the network over time and examining sub-networks representing B2B and B2C findings, I provide insight into research themes over time, and the differences and potential synergies between B2B and B2C findings in the area. My results illustrate that the sets of constructs utilized in the area's B2B and B2C studies overlap significantly. The overlapping constructs and variables are related to a wide range of themes consisting of organization characteristics, management, digital elements, product/service offerings, organizational processes, psychological factors, and sales teams. I further analyze the positioning of nodes within the nomological network of sales digital transformation literature and identify constructs and variables that facilitate conceptual development and study design by making efficient conceptual connections in B2B and B2C contexts.","Simjour, Mohammad Ali.",Mohammad Simjour,2023,PhD,other,0.26068741125360995
WLU,Wilfrid Laurier University,Nitrogen: Both a potential stimulator and suppressor of cyanobacterial blooms in temperate lakes.,"Cyanobacterial blooms are complex phenomenon that are impacted and controlled by various factors such as lake depth, air temperature, wind, and nutrient loading. Nutrients such as phosphorus, nitrogen and iron all have very differing effects on cyanobacterial blooms. While phosphorus and iron are known to drive cyanobacterial biomass, nitrogen has been observed to have a direct impact on toxin synthesis. Nitrogen exists in the environment in many different forms such as atmospheric N2, in inorganic forms such as nitrate and ammonium as well as in organic forms such as urea which can all affect cyanobacterial bloom development differently. As removal of external loading of phosphorus has shown drastic effects in decreasing magnitude of cyanobacterial blooms, phosphorus will still enter waterbodies through internal loading. This leads us to investigate other nutrients such as iron that can act as a limiting agent for cyanobacterial growth. In anoxic environments, iron, which is an essential micronutrient for bloom development, is available as Fe(II) for uptake. In oxic environments, iron remains trapped in the sediment as Fe(III) and unavailable for uptake. By maintaining iron in its oxidized form using oxidizing agents such as nitrate to raise the redox potential at the sediment water interface, we can ensure iron remains trapped in the sediment. In this thesis, two experiments were conducted to understand potential cyanobacterial bloom responses to changing nitrogen in terms of biomass, toxins, and sediment nutrient dynamics. The first experiment focused on looking at the effects of differing forms of nitrogen (ammonium, urea, and nitrate) in combination with phosphorus to assess cyanobacterial biomass response as well as toxin production. We also looked at application differences of pulse vs press to assess whether large, one-time events such as storms compared with recurring, long-term processes such as internal loading yielded toxin and cyanobacterial biomass differences. Nutrient additions of all forms of nitrogen in combination with phosphorus increased chlorophyll-a, with ammonium yielding the highest concentrations, followed by urea and lastly nitrate- all higher than phosphorus alone. The nitrogen treatments also resulted in the highest concentrations of microcystins. When comparing application methods however, the pulse and press methods resulted in similar responses of phytoplankton biomass and toxin (microcystin and cylindrospermopsin) concentrations. The second experiment was a core incubation study where we added nitrate in differing concentrations to quantify how effective nitrate is at sustaining redox above key thresholds to suppress iron release from the sediment and understand associated changes in chemistry. Nitrate was applied in three different treatments, where the high nitrate amendment (20mg N/L) suppressed iron for longer and to lower concentrations than the medium (10mg N/L), low (5mg N/L) and control treatments. This allowed us to see the potential in using redox control to help manage cyanobacterial bloom management via management of iron availability.","Goltz, Catherine.",Catherine Goltz,2023,MSc,EEE,0.719800245448773
WLU,Wilfrid Laurier University,Opposite Trees.,"A spanning tree of a graph G is a connected acyclic subgraph of G that includes all of the vertices in G. The degree of a vertex is the number of edges incident to that vertex. Given a spanning tree T of a graph G, an opposite tree of T is a spanning tree of G where the degree of each of its vertices is different from its degree in T. For complete, complete bipartite, and complete multipartite graphs, we give the conditions spanning trees of these graphs must satisfy in order to have an opposite tree.","Goossens, Theo.",Theo Goossens,2023,MSc,EEE,0.776809792709294
WLU,Wilfrid Laurier University,Parental evaluations and choice of math apps for their young children: Exploring the impact of individual differences.,"Well-designed math apps can have positive effects on young children's math abilities (Bang et al., 2023; Griffith et al., 2019; Outhwaite et al., 2023), but research indicates that many commercially available math apps are not well designed (Dubé et al., 2019; Meyer et al., 2021). Studies also find that parents struggle to identify relevant features from app store descriptions (Montazami et al., 2022; Pearson et al., 2023). The purpose of the present research was to investigate how parents evaluate the apps themselves, and to test whether individual differences can affect parental app evaluations and decisions. In two parts of Study 1 (part A and part B) 45 parents of children three- to six-years-old explored and rated four commercially available math apps that had been coded for content and design in previous research (Lee et al., 2019). In addition, participants responded to a survey about their own math anxiety level and math teaching confidence, as well as how they use and choose apps for their children (e.g., what features they look for and how often they co-use with their child). In Study 1 part A, participants' ratings were examined when they evaluated the app in general terms (i.e., did the app teach 'important numeracy skills'). In Study 1 part B, participants' ratings were examined regarding specific numeracy skills featured (e.g., 'identifying numerals'). Results showed that parents were able to identify some of the key features of a well-designed app, but some of their ratings differed from those of trained coders. Individual differences of parental math anxiety and teaching confidence affected parents' evaluations of the apps, highlighting the importance of individual differences for understanding parental app choices. Given the prevalence of technology use and differences in communication in autistic children, Study 2 expanded upon Study 1 through an exploratory study of 13 parents of autistic children. Following the procedures of Study 1, the results of Study 2 showed that parental app evaluations were affected not just by individual parental differences (math anxiety and teaching confidence) but also by differences in their child's neurotype. These parents valued different app features and had some differences in app ratings as well. The child's communication abilities also seemed to affect choices to download apps. This set of studies provides support for future research to consider individual differences, including the child's neurotype, in parental app decision making, as without these key differences, findings may not tell the whole story.","Urquhart, Nicola.",Nicola Urquhart,2024,PhD,other,0.2947880931961242
WLU,Wilfrid Laurier University,Phosphorus Release and Recovery from Simulated Ferric Wastewater Sludge.,"Phosphorus (P) is a fundamental element necessary for all life forms and a key component in the fertilizer industry. Meanwhile, the excessive load of P to water bodies due to human activities has the potential to promote eutrophication. Wastewater treatment plants remove P either biologically or chemically and produce P rich sludge which could be a potential renewable source for P. At present, commercial technologies exist for P recovery from biological wastewater sludge. However, P recovery from chemical sludge particularly iron(III)-phosphate (Fe-P) sludge generated in chemical P removal plants that use iron(III) salts remains a challenge.This study explored, in lab bench scale, the influence of pH, competing anions (), and Fe redox chemistry using reducing agents like ascorbic acid (AA) on direct P and Fe(III) release and recovery from simulated Fe-P sludge. Initial tests were performed in the absence of organic matter interferences followed up by tests in more realistic matrices where the effect of organic matter (OM) (carbonaceous and nitrogenous constituents) on chemical phosphorus removal and recovery is investigated.Fe-P sludge was prepared to mimic the inorganic fraction of real Fe-P sludge using ferric additions to synthetic wastewater. The impacts of acidic/basic wet treatment (pH effect) and competing anions () on P and soluble Fe release from Fe-P sludge were assessed. Factors influencing recovery, such as sludge age and Fe/P molar ratio were also investigated. Results revealed that alkaline treatment had minimal effectiveness in releasing iron (The impact of reductive dissolution using AA under acidic conditions on P and Fe release from lab simulated Fe-P sludge was examined. To find the optimum conditions for Fe-P reductive solubilization and vivianite precipitation, factors like AA/Fe molar ratio, pH, and Fe-P sludge age were tested. Moreover, the reductive, chelating, and acidic effects of AA, were evaluated by comparing them with hydroxylamine (a reducing agent), oxalic acid (a chelating agent), and inorganic acids (to assess pH effects), including HNO3, HCl, and H2SO4. At pH values of 3 and 4, and with Fe/AA molar ratios of 1:2 and 1:4, complete solubilization of Fe-P sludge and reduction of Fe(III) were observed. The sludge age, up to 11 days, did not affect the reductive solubilization of Fe-P when AA was added. Hydroxylamine treatment resulted in negligible reductive dissolution of Fe-P sludge, while oxalic acid treatment at an Fe/oxalic acid molar ratio of 1:2 and pH 3 facilitated non-reductive dissolution, leading to solubilization of both phosphorus (95±2%) and Fe(III) (90±1%). Inorganic acids treatment at pH 3 resulted in very low P and Fe release (The influence of OM on P removal performance was tested using different synthetic wastewater recipes containing model carbonaceous and nitrogenous constituents and combination of them. Carbonaceous constituents including meat extract (ME), potato starch, glycerol, and Luther Marsh concentrate (LM) represented proteins, carbohydrates, lipids, and natural organic matter respectively. Peptone, urea, and ammonium chloride represented nitrogenous constituents. Results showed insignificant effect of nitrogenous constituents, potato starch and glycerol on P removal performance. However, ME and LM possessed a remarkable reduction in P removal performance of (3.0±0.4%) and (23±1%) respectively. No change in P removal performance observed for carbonaceous constituents in the presence of nitrogen source except for LM which exhibited a substantial increase by (23%). The higher measurements for soluble Fe (SFe) residuals for ME (87±5%) and LM (51±1%) indicated occurrence of interactions between Fe(III) cations and the negatively charged functional groups like hydroxyl, carboxyl, and phenolic groups available in ME and LM. This suggested Fe solubilization as the mechanism responsible for reducing P removal. Wet alkaline (pH 10) and ascorbic acid treatments showed no influence of OM on P release from Fe-P sludge.","Alnimer, Aseel.",Aseel Alnimer,2023,PhD,other,0.34260210945961156
WLU,Wilfrid Laurier University,Political Culture: An Unexplored Factor in Climate Change Diplomacy.,"As climate change continues to ravage the world, mitigation efforts continue to be insufficient to rise to the challenge. Inaction on climate change has been traditionally explained by economic incentives, but some of the variability in climate policies cannot be explained by economics alone. Some variations could be accounted for by the deeply rooted national political culture of Anglo-settler colonies. This political culture may inhibit the willingness of such states to cooperate on climate change. In this dissertation, I describe the political philosophy of the Anglo-settler colony, and the histories of domination of its white settlers over the indigenous peoples of the territories they conquered. I trace the process of settler colonialism of three countries: The United States, Canada, and Australia. The political culture of settler colonialism could intersect with the governmental structure and ideology of liberal democracies, that inhibits the national desire to cooperate on climate change internationally and implement effective policies domestically. To analyze this connection, I employ discourse analysis on a selection of opinion articles from newspapers of record between 2009-2016 for the three countries. I propose that these articles serve as a system of social reinforcement, wherein elite demands to limit mitigation efforts are recirculated, normalized, and entrench the hegemony of settler colonialism vis-à-vis climate change policy and diplomacy. Understanding these histories and processes could have important implications for the future of climate change.","Suen, Alexander.",Alexander Suen,2022,PhD,other,0.3567445579556918
